#,Team,Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %
424,,Elad Shahaf,0,0,44.44,0.75,0,0
425,,Cristian Dumitru,0,0.25,33.33,0.5,0,0
426,,Albert Hofman,0,0,100,1.25,0,0
427,,Valentin Sima,0,0,0,0,0,0
428,,Jakub Vojtuš,0,0,0,0.6,0,0
429,,Martin Raynov,0,0,66.67,0,0,0
430,,Ionuț Năstăsie,0,0,57.14,0.36,0,0
431,,Paul Pârvulescu,0,0,100,0.4,0,0
432,,Mihai Dobrescu,0,0.07,25,0.27,0,0
433,,Andrei Panait,0,0,42.11,0.54,0,0
434,,Valentin Costache,0,0.17,37.31,1.42,0,0
435,,Albert Stahl,0,0,39.02,0.39,0,0
436,,Jefté Betancor,0.14,0.29,20,1.43,0,0
437,,Adrian Cierpka,0,0,0,1,0,0
438,,Romario Moise,0,0,100,0,0,0
439,,Joseph Godwin,0,0,0,0,0,0
440,,Daniel Graovac,0,0,0,0.5,0,0
441,,Daniel Birzu,0,0,0,0,0,0
442,,Dylan Mboumbouni,0,0,75,0.2,0,0
443,,Orhan Ademi,0,0,25,0,0,0
444,,Ianis Stoica,0,0.31,10,1.5,0,0
445,,Ionut Burnea,0,0,42.86,0.32,0,0
446,,Mateus Santos,0.07,0.11,34.31,1.19,0.04,0
447,,Cristian Paz,0,0,50,0.2,0,0
448,,Mihai Bordeianu,0,0,12.5,0.92,0,0
449,,Boubacar Hanne,0,0,57.14,0.29,0,0
450,,Amadou Tidiane Diallo,0,0,33.33,0.58,0,0
451,,Geani Creţu,0,0.12,46.43,0.47,0,0
452,,Robert Moldoveanu,0.06,0.06,23.08,0.39,0,0
453,,Petar Petkovski,0,0.2,37.5,0.7,0,0
454,,Florin Ilie,0,0.04,66.67,0.21,0,0
455,,Laurențiu Brănescu,0,0,0,0,0,0
456,,Cătălin Hlistei,0,0,0,0,0,0
457,,Julio Donisa,0,0,40,0.33,0,0
458,,Dinu Moldovan,0,0,0,0,0,0
459,,Rolandas Baravykas,0,0,25,0.29,0,0
460,,Sebastian Micu,0,0,0,0,0,0
461,,Marian Danciu,0,0,0,0.5,0,0
462,,Raul Avram,0,0,0,0,0,0
463,,Iulian Costin Petrisor,0,0,0,0,0,0
464,,Andrei Căprescu,0,0,40,0.75,0,0
465,,Flavius Croitoru,0,0,0,0,0,0
466,,Yanis Pirvu,0,0,40,0.5,0,0
