#,Team,Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %
393,,Oliver Velich,0,0,0,0,0,0
394,,Vojtěch Hora,0,0,0,0,0,0
395,,Daniel Kaštánek,0,0,0,0,0,0
396,,Ondrej Lehoczki,0,0,0,0,0,0
397,,Jakub Švec,0,0,0,0.75,0,0
398,,Martin Toml,0,0.2,0,0.2,0,0
399,,Tomas Zlatohlavek,0,0,0,0,0,0
400,,Ondrej Kricfalusi,0,0,0,0,0,0
401,,Marek Červenka,0,0,0,0.13,0,0
402,,Lukáš Čmelík,0.21,0.13,29.17,0.79,0,0
403,,Lukas Masek,0.06,0.11,33.33,0.78,0,0
404,,Lukáš Skovajsa,0,0,0,0.29,0,0
405,,Ondřej Petrák,0.08,0,0,0.5,0,0
406,,Jakub Necas,0,0,33.33,0.25,0,0
407,,Pavel Juroska,0,0.15,57.14,0.62,0,0
408,,Branislav Sluka,0.07,0,0,0.86,0,0
409,,Jan Silný,0.06,0.25,14.29,0.88,0,0
410,,Radim Řezník,0,0,100,0.2,0,0
411,,Ladislav Muzik,0,0,0,0.22,0,0
412,,Ladislav Kodad,0,0,12.5,0.43,0,0
413,,Matej Radosta,0.09,0,33.33,0.36,0,0
414,,Jakub Matoušek,0,0,33.33,0.35,0,0
415,,Nana Akosah-Bempah,0,0,0,0,0,0
416,,Jan Morávek,0,0,0,0.2,0,0
417,,Ondřej Chvěja,0,0,0,0,0,0
418,,Martin Fillo,0.15,0,42.86,1.15,0.1,0
419,,Tomáš Necid,0,0.13,100,0.5,0,0
420,,David Bartek,0,0,0,0.17,0,0
421,,Marek Beranek,0,0,0,0,0,0
422,,Libor Bastl,0,0,0,0,0,0
423,,Tomáš Schánělec,0,0,0,0.5,0,0
424,,Lukáš Hrdlička,0,0,0,0,0,0
425,,Rene Dedic,0,0.33,0,0.67,0,0
426,,Martin Kudela,0,0,0,0,0,0
427,,Tadeas Stoppen,0,0,0,0,0,0
428,,Vojtěch Novák,0,0,0,0,0,0
429,,Daniel Krch,0,0,0,0.13,0,0
430,,Antonin Vanicek,0,0,0,0,0,0
431,,Bernardo Costa Da Rosa,0,0,0,0.11,0,0
432,,Adam Čičovský,0,0,0,0,0,0
433,,Tomáš Koukola,0,0,0,0.13,0,0
434,,Josef Divisek,0,0,50,0,0,0
435,,Mohamed Yasser,0,0.33,25,0.89,0,0
436,,Dimitrije Kamenović,0,0,0,0.5,0,0
437,,Denis Kaulfus,0,0,0,0,0,0
438,,David Tkáč,0,0,0,0,0,0
439,,Soufiane Dramé,0,0,16.67,0.2,0,0
440,,Lukáš Budinský,0,1,0,1,0,0
441,,Dominik Holan,0,0,0,0,0,0
442,,Vaclav Svoboda,0,0,0,0.5,0,0
443,,Jonáš Vais,0,0,0,0,0,0
444,,Martin Hlavac,0,0,0,0.33,0,0
445,,Jan Jeřábek,0,0,0,0.25,0,0
446,,Petr Rybicka,0,0,0,0.29,0,0
447,,Tomáš Malinský,0,0.13,50,0.5,0,0
448,,Michal Surzyn,0,0,40,0.35,0,0
449,,Zdenek Riha,0,0,0,0,0,0
450,,Dominik Prochazka,0,0,0,0,0,0
451,,Colet Kapanga,0,0,0,0,0,0
452,,Jakub Surovčík,0,0,100,0,0,0
453,,Ishaku Konda,0,0,0,0,0,0
454,,Jan Halász,0,0,0,0,0,0
455,,Jiri Borek,0,0,0,0,0,0
456,,Ondřej Čelůstka,0,0,0,0,0,0
457,,Adam Kronus,0,0,0,0,0,0
458,,Ibrahima Sarr,0,0,0,0,0,0
459,,Matous Nikl,0,0,100,0,0,0
460,,Jakub Emmer,0,0,0,0,0,0
461,,David Jambor,0,0,0,0,0,0
462,,Václav Kadlec,0,0,0,0,0,0
463,,Vojtech Baloun,0,0,0,0,0,0
