Name,Goals,Successful dribbles %,Total shots,Headed goals,Big chances missed,Set piece conversion %,Tackles,Errors lead to goal,Interceptions,Penalty committed,Clearances,Dribbled past,Big chances created,Total passes,Assists,Accurate final third passes,Accurate passes %,Accurate long balls %,Saves,Clean sheets,Penalties faced,Goals conceded inside the box,Penalties saved,Goals conceded outside the box,Yellow cards,Red cards,Aerial duels won %,Was fouled,Fouls,Total duels won %,RangoEdad
Rubén Sobrino,0.09,44.62,1.0,0.03,0.18,0.0,1.67,0.0,0.73,0.0,0.48,1.0,0.09,18.0,0.06,5.03,73.4,21.74,0.0,0.21,0.0,0.67,0.0,0.15,0.33,0.0,47.24,1.61,1.52,46.9,3
Fidel,0.11,47.76,0.52,0.0,0.0,0.0,0.56,0.0,0.19,0.0,0.26,1.26,0.19,30.56,0.07,9.0,74.3,57.53,0.0,0.0,0.0,1.0,0.0,0.07,0.22,0.0,25.0,0.7,0.37,38.33,3
Sergio Reguilón,0.0,75.0,0.27,0.0,0.0,0.0,0.64,0.0,0.18,0.0,0.18,0.18,0.0,11.18,0.0,3.18,82.11,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,61.54,0.55,0.36,61.54,2
Cristhian Mosquera,0.0,0.0,0.67,0.0,0.0,0.0,1.33,0.0,0.33,0.0,1.0,0.33,0.0,15.33,0.0,0.67,84.78,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,60.0,0.33,0.0,72.73,1
Carlos Martín,0.0,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.25,0.0,2.25,0.0,0.0,66.67,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.5,40.0,1
Fede San Emeterio,0.0,50.0,0.18,0.0,0.0,0.0,1.24,0.0,0.52,0.0,0.82,0.73,0.03,19.64,0.03,2.7,79.78,55.93,0.0,0.03,0.0,0.55,0.0,0.15,0.42,0.0,43.4,0.67,1.76,41.9,2
Víctor Chust,0.07,33.33,0.14,0.0,0.07,0.0,0.64,0.0,0.71,0.07,3.79,0.21,0.0,31.07,0.0,2.21,83.45,59.79,0.0,0.14,0.0,1.07,0.0,0.36,0.21,0.0,48.48,0.29,0.79,46.88,1
Oier Zarraga,0.0,71.43,0.69,0.0,0.04,0.0,0.54,0.0,0.38,0.0,0.19,0.46,0.08,13.31,0.0,4.04,82.08,63.64,0.0,0.0,0.0,0.46,0.0,0.04,0.19,0.0,42.86,0.46,0.65,43.48,1
Keidi Bare,0.0,40.0,0.28,0.0,0.06,0.0,0.83,0.0,0.61,0.0,0.39,0.33,0.0,14.5,0.06,2.94,84.29,56.0,0.0,0.0,0.0,0.5,0.0,0.17,0.0,0.0,35.71,0.72,0.61,52.24,2
Helibelton Palacios,0.0,58.33,0.17,0.0,0.0,0.0,1.58,0.0,0.83,0.0,2.13,0.29,0.08,28.04,0.0,3.46,77.12,26.97,0.0,0.08,0.0,1.38,0.0,0.33,0.29,0.0,45.65,0.79,1.25,53.8,2
Thomas Delaney,0.0,0.0,0.38,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.38,0.25,0.0,19.75,0.0,2.0,87.34,50.0,0.0,0.0,0.0,0.63,0.0,0.25,0.38,0.0,81.82,0.63,0.5,62.07,3
Valery Fernández,0.0,56.52,0.28,0.0,0.08,0.0,0.48,0.0,0.4,0.04,0.24,0.16,0.08,12.24,0.08,3.8,86.6,88.89,0.0,0.04,0.0,0.52,0.0,0.04,0.04,0.0,66.67,0.64,0.24,61.45,1
Bryan Gil,0.12,52.78,1.0,0.0,0.18,0.0,1.29,0.0,0.47,0.0,0.47,0.76,0.06,18.18,0.12,6.47,82.2,0.0,0.0,0.06,0.0,0.65,0.0,0.12,0.24,0.0,30.77,1.24,1.06,47.48,1
Dimitri Foulquier,0.0,46.34,0.1,0.0,0.0,0.0,1.03,0.0,0.47,0.0,1.23,0.27,0.07,21.63,0.07,4.6,73.19,35.29,0.0,0.1,0.0,0.73,0.0,0.07,0.13,0.0,47.22,0.47,0.93,49.39,2
Brian Ocampo,0.06,51.35,0.72,0.0,0.0,0.0,1.0,0.0,0.17,0.0,0.11,0.72,0.17,18.11,0.06,5.22,78.22,75.0,0.0,0.06,0.0,0.83,0.0,0.11,0.11,0.0,35.0,1.5,1.78,40.57,1
Asier Villalibre,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,3.6,0.0,1.6,61.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.2,0.6,33.33,2
Brian Cufré,0.0,100.0,0.6,0.0,0.0,0.0,1.0,0.0,0.4,0.0,0.2,0.6,0.0,13.4,0.0,3.0,83.58,50.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.6,1.0,50.0,2
Reinier,0.11,52.94,0.56,0.06,0.11,0.0,0.67,0.0,0.28,0.0,0.22,0.33,0.11,13.56,0.06,3.94,80.74,0.0,0.0,0.0,0.0,0.44,0.0,0.06,0.06,0.06,33.33,0.83,0.22,46.15,1
José Mari,0.0,50.0,0.28,0.0,0.0,0.0,0.89,0.0,0.28,0.0,0.44,0.33,0.06,11.17,0.0,2.61,83.58,69.23,0.0,0.0,0.0,0.39,0.0,0.06,0.22,0.0,41.67,0.39,0.33,51.67,3
Tanguy Nianzou,0.05,83.33,0.32,0.05,0.0,0.0,1.05,0.05,0.84,0.0,2.11,0.16,0.0,40.42,0.0,4.11,88.02,46.43,0.0,0.11,0.0,1.26,0.0,0.16,0.05,0.05,74.42,0.74,0.68,70.37,1
Pablo Torre,0.0,60.0,0.13,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.13,0.25,0.13,11.0,0.0,4.38,85.23,50.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,50.0,0.38,0.5,40.91,1
Gonzalo Villar,0.0,76.47,0.19,0.0,0.0,0.0,0.63,0.0,0.38,0.0,0.31,0.5,0.06,15.5,0.0,3.31,79.84,53.85,0.0,0.0,0.0,0.31,0.0,0.0,0.31,0.0,50.0,0.75,1.25,49.41,2
Largie Ramazani,0.09,50.0,1.24,0.0,0.15,0.0,0.45,0.0,0.45,0.03,0.21,0.58,0.06,7.85,0.03,2.45,71.04,63.16,0.0,0.0,0.0,0.91,0.0,0.03,0.18,0.0,21.74,0.45,0.94,35.64,1
Mamadou Mbaye,0.0,100.0,0.07,0.0,0.0,0.0,0.71,0.07,0.5,0.07,3.5,0.14,0.07,20.79,0.0,1.07,75.26,36.36,0.0,0.14,0.0,1.14,0.0,0.07,0.14,0.0,55.32,0.14,0.43,60.56,2
Portu,0.0,37.14,0.44,0.0,0.09,0.0,0.82,0.0,0.5,0.0,0.41,0.71,0.03,15.38,0.09,3.97,71.7,31.71,0.0,0.09,0.0,0.59,0.0,0.12,0.15,0.03,36.36,0.74,0.74,43.43,3
Carlos Fernández,0.04,72.22,0.88,0.0,0.21,0.0,0.25,0.0,0.04,0.0,0.17,0.58,0.04,6.13,0.0,1.67,65.99,0.0,0.0,0.0,0.0,0.29,0.0,0.04,0.25,0.0,52.08,0.63,0.71,45.38,2
Hugo Duro,0.03,20.0,1.1,0.0,0.23,0.0,0.5,0.0,0.07,0.0,0.23,0.33,0.1,9.07,0.03,2.6,73.9,57.14,0.0,0.07,0.0,0.67,0.0,0.0,0.17,0.0,33.68,1.17,0.67,41.79,1
Óscar Trejo,0.09,57.0,0.74,0.0,0.06,0.0,1.41,0.03,0.24,0.0,0.21,1.03,0.15,28.24,0.12,10.29,83.02,50.0,0.0,0.0,0.0,0.79,0.0,0.15,0.26,0.0,23.4,1.91,2.26,39.43,3
Juanpe,0.05,100.0,0.26,0.0,0.0,0.0,1.0,0.0,0.53,0.05,3.05,0.32,0.05,45.89,0.0,2.58,86.12,47.62,0.0,0.11,0.0,1.16,0.0,0.16,0.16,0.0,64.29,0.11,0.58,58.82,3
Mariano Díaz,0.0,0.0,0.56,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.11,4.44,0.0,1.22,80.0,100.0,0.0,0.0,0.0,0.11,0.0,0.0,0.22,0.0,62.5,0.0,0.33,37.5,2
Oscar Ureña,0.0,100.0,0.33,0.0,0.0,0.0,1.33,0.0,0.33,0.0,0.0,0.33,0.0,6.0,0.0,2.67,83.33,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.33,0.67,52.94,1
Lago Júnior,0.0,100.0,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,1.4,75.0,50.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,80.0,0.2,0.6,58.33,3
Francisco Mwepu,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1
Alberto Perea,0.0,40.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,90.91,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,50.0,3
Roberto Torres,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,3.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,3
Diego Collado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,1.5,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Josep Gayá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,3.0,0.0,0.0,3.5,0.0,0.0,85.71,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,33.33,1
Ander Martín,0.0,100.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.33,1.0,0.0,6.67,0.0,3.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.67,33.33,1
Anthony Lozano,0.04,43.59,1.07,0.0,0.11,0.0,0.21,0.0,0.11,0.0,0.61,0.21,0.0,10.14,0.04,2.57,68.66,22.22,0.0,0.07,0.0,0.54,0.0,0.14,0.21,0.0,42.86,1.25,1.54,38.82,2
Juanmi,0.18,44.44,0.82,0.0,0.14,0.0,0.64,0.0,0.18,0.0,0.14,1.09,0.09,10.91,0.0,1.95,84.58,63.64,0.0,0.05,0.0,0.73,0.0,0.09,0.14,0.0,36.0,1.0,0.68,41.3,2
Nacho Vidal,0.0,52.0,0.45,0.0,0.05,0.0,1.35,0.05,0.95,0.0,1.35,0.75,0.05,22.8,0.0,5.2,75.88,37.93,0.0,0.15,0.0,0.65,0.0,0.1,0.2,0.0,69.05,0.85,1.4,51.5,2
Sergio Akieme,0.03,60.0,0.79,0.0,0.07,0.0,0.93,0.0,0.48,0.0,1.28,0.34,0.1,26.86,0.0,3.93,80.62,39.13,0.0,0.07,0.0,1.41,0.0,0.14,0.17,0.0,48.28,0.62,0.69,50.0,2
Luca De La Torre,0.0,60.0,0.61,0.0,0.07,0.0,1.0,0.0,0.32,0.0,0.18,0.71,0.07,20.82,0.07,6.71,86.62,47.83,0.0,0.0,0.0,0.57,0.0,0.04,0.21,0.0,17.86,0.43,1.18,37.25,2
Samu Sáiz,0.25,40.0,0.5,0.0,0.0,0.0,0.25,0.13,0.0,0.0,0.0,0.13,0.0,18.75,0.0,5.5,79.33,70.0,0.0,0.0,0.0,0.63,0.0,0.0,0.13,0.0,40.0,0.5,0.38,41.38,3
Jon Morcillo,0.0,100.0,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.0,3.7,0.1,1.3,81.08,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,50.0,0.1,0.1,54.55,2
Adrià Pedrosa,0.0,11.11,0.14,0.0,0.0,0.0,0.71,0.0,0.71,0.0,0.29,0.43,0.29,8.71,0.0,2.0,83.61,25.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,50.0,0.57,0.43,40.74,2
Jon Karrikaburu,0.0,0.0,0.83,0.0,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.17,2.83,0.0,0.83,64.71,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.17,0.0,50.0,0.67,0.5,47.37,1
Martín Montoya,0.0,40.0,0.17,0.0,0.0,0.0,2.17,0.0,1.5,0.0,2.17,0.33,0.0,32.5,0.0,5.0,81.03,15.79,0.0,0.0,0.0,1.33,0.0,0.33,0.17,0.0,75.0,1.0,0.67,65.91,3
Alberto Mari,0.2,25.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,4.0,0.0,0.4,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,40.0,0.4,0.6,29.41,1
Pablo Ibáñez Lumbreras,0.0,57.14,0.8,0.0,0.12,0.0,1.16,0.0,0.32,0.0,0.84,0.92,0.08,15.12,0.04,2.92,74.07,51.28,0.0,0.0,0.0,0.44,0.0,0.12,0.04,0.0,39.34,0.64,0.88,43.02,2
Ricard Artero,0.0,100.0,0.57,0.0,0.14,0.0,0.43,0.0,0.14,0.0,0.43,0.0,0.0,6.71,0.0,1.57,78.72,50.0,0.0,0.0,0.0,0.14,0.0,0.14,0.0,0.0,50.0,0.14,0.29,56.25,1
Sergio Asenjo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.1,0.0,0.0,30.6,0.0,1.2,61.44,37.36,3.1,0.1,0.1,1.7,0.0,0.4,0.0,0.0,0.0,0.4,0.0,100.0,3
Juan Carlos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,1.1,0.0,0.0,28.9,0.0,0.3,82.35,46.59,2.6,0.0,0.2,1.5,0.0,0.3,0.0,0.0,100.0,0.0,0.0,100.0,3
Gonzalo Montiel,0.0,45.45,0.29,0.0,0.07,0.0,0.93,0.0,0.68,0.0,1.18,0.5,0.14,24.21,0.11,6.11,80.83,37.5,0.0,0.04,0.0,0.75,0.0,0.25,0.29,0.04,44.83,0.36,0.68,46.09,2
Randy Nteka,0.0,46.43,0.75,0.0,0.08,0.0,0.79,0.0,0.25,0.0,0.5,0.38,0.04,9.67,0.0,2.54,71.55,45.45,0.0,0.0,0.0,0.42,0.0,0.04,0.04,0.04,35.71,0.92,1.04,41.81,2
Denis Suárez,0.0,67.86,0.22,0.0,0.06,0.0,1.44,0.0,0.28,0.0,0.17,1.78,0.11,22.78,0.0,5.89,77.07,33.33,0.0,0.0,0.0,1.17,0.0,0.11,0.11,0.0,25.0,0.78,0.89,44.06,2
Nicolás Melamed,0.03,43.48,1.03,0.0,0.09,0.0,0.56,0.0,0.16,0.0,0.03,0.59,0.13,12.59,0.06,4.53,84.12,47.62,0.0,0.03,0.0,0.81,0.0,0.06,0.13,0.0,31.71,1.03,0.75,40.89,1
Óscar Gil,0.0,51.11,0.33,0.0,0.0,0.0,1.91,0.03,0.94,0.03,1.24,0.88,0.09,21.67,0.03,3.55,77.76,37.08,0.0,0.12,0.0,1.27,0.0,0.18,0.42,0.0,25.0,1.18,1.64,47.26,2
Jaime Seoane,0.0,40.0,0.13,0.0,0.0,0.0,0.63,0.0,0.06,0.0,0.06,0.38,0.06,6.81,0.0,1.56,79.82,70.0,0.0,0.0,0.0,0.31,0.0,0.19,0.06,0.0,28.57,0.25,0.38,40.91,2
Aleix Vidal,0.0,38.89,0.12,0.0,0.0,0.0,0.44,0.0,0.6,0.0,0.44,0.72,0.2,12.24,0.12,3.28,78.1,67.74,0.0,0.0,0.0,0.64,0.0,0.12,0.32,0.04,30.0,0.68,0.92,37.25,3
Yunus Musah,0.0,43.55,0.67,0.0,0.09,0.0,1.45,0.0,0.33,0.0,0.48,0.3,0.09,21.82,0.06,6.36,81.81,59.18,0.0,0.03,0.0,0.67,0.0,0.12,0.3,0.03,43.08,1.27,1.27,50.35,1
Bebé,0.0,42.86,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,4.75,0.0,1.25,84.21,100.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.5,0.5,29.41,3
Antonio Blanco,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.33,0.0,1.0,0.67,0.0,20.33,0.0,4.67,93.44,100.0,0.0,0.0,0.0,1.33,0.0,0.67,0.0,0.0,100.0,0.33,0.67,55.56,1
Ezequiel Ponce,0.12,35.71,0.85,0.09,0.21,0.0,0.26,0.0,0.03,0.0,0.38,0.21,0.0,8.47,0.0,2.12,75.35,61.54,0.0,0.0,0.0,0.44,0.0,0.06,0.06,0.03,43.75,0.26,0.94,32.4,2
Nicolás Fernández,0.0,30.0,0.28,0.0,0.06,0.0,1.28,0.06,0.28,0.0,0.06,0.44,0.06,10.22,0.06,3.44,78.26,47.06,0.0,0.0,0.0,0.5,0.0,0.06,0.11,0.0,14.29,0.5,0.61,46.75,1
Arnau Puigmal,0.05,37.04,0.77,0.0,0.05,0.0,1.0,0.0,0.5,0.05,0.23,0.23,0.0,10.45,0.0,2.68,72.61,15.38,0.0,0.0,0.0,0.73,0.0,0.09,0.18,0.0,27.27,0.68,0.45,51.02,1
Chumi,0.05,43.75,0.14,0.05,0.0,0.0,1.38,0.0,0.71,0.0,2.24,0.43,0.0,34.33,0.0,2.71,82.39,38.82,0.0,0.05,0.0,1.29,0.0,0.14,0.24,0.0,47.83,0.14,0.48,51.02,1
Rodrigo Battaglia,0.0,0.0,0.13,0.0,0.0,0.0,0.8,0.0,0.33,0.13,1.2,0.53,0.0,15.27,0.0,2.47,80.79,46.67,0.0,0.13,0.0,0.4,0.0,0.07,0.33,0.0,57.89,0.73,0.73,50.75,3
Carles Aleñá,0.06,64.86,0.94,0.0,0.06,0.0,0.51,0.0,0.11,0.03,0.43,0.83,0.06,21.66,0.06,5.31,78.63,58.82,0.0,0.06,0.0,0.6,0.0,0.17,0.29,0.03,28.3,1.43,1.71,40.23,2
Andrés Martín,0.0,60.0,0.44,0.0,0.11,0.0,0.44,0.0,0.11,0.0,0.22,0.22,0.11,6.78,0.0,1.22,57.38,33.33,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.0,71.43,0.22,0.56,51.85,1
Sergio Arribas,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.5,90.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Loren Morón,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,2.0,0.0,1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,33.33,2
Beñat Turrientes,0.0,50.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.33,0.67,0.0,7.17,0.0,1.33,90.7,66.67,0.0,0.0,0.0,0.17,0.0,0.17,0.0,0.0,0.0,0.17,0.33,33.33,1
Ángel Rodríguez,0.06,33.33,0.76,0.0,0.24,0.0,0.06,0.0,0.06,0.0,0.06,0.12,0.0,4.65,0.0,1.24,73.42,66.67,0.0,0.0,0.0,0.29,0.0,0.0,0.06,0.0,52.63,0.35,0.53,41.3,3
Roger Martí,0.04,61.54,0.81,0.0,0.27,0.0,0.42,0.0,0.12,0.0,0.54,0.42,0.04,10.69,0.04,2.5,74.46,54.55,0.0,0.0,0.0,0.69,0.0,0.12,0.12,0.0,30.77,1.0,1.62,35.67,3
Abdón Prats,0.04,37.5,0.23,0.04,0.08,0.0,0.04,0.0,0.0,0.0,0.08,0.0,0.12,3.5,0.04,0.92,63.74,83.33,0.0,0.0,0.0,0.23,0.0,0.04,0.04,0.0,26.92,0.23,0.19,27.91,2
Ángel Algobia,0.0,66.67,0.27,0.0,0.0,0.0,1.04,0.0,0.12,0.0,0.35,1.0,0.04,19.54,0.0,2.77,81.69,52.54,0.0,0.04,0.0,0.5,0.0,0.08,0.12,0.0,25.0,0.38,1.19,36.09,1
Robert Navarro,0.0,43.75,0.71,0.0,0.06,0.0,0.29,0.0,0.12,0.0,0.06,0.06,0.12,7.12,0.0,2.59,77.69,100.0,0.0,0.0,0.0,0.35,0.0,0.0,0.12,0.0,58.33,0.35,0.47,39.06,1
Salvi Sánchez,0.0,33.33,0.38,0.0,0.04,0.0,0.54,0.0,0.08,0.0,0.04,0.25,0.04,6.33,0.0,2.04,65.79,36.36,0.0,0.0,0.0,0.58,0.0,0.04,0.08,0.0,26.67,0.42,0.33,45.45,3
Josep Chavarría,0.0,46.67,0.13,0.0,0.0,0.0,0.38,0.0,0.13,0.0,0.44,0.25,0.06,9.06,0.13,3.06,73.79,33.33,0.0,0.0,0.0,0.38,0.0,0.06,0.06,0.0,75.0,0.25,0.69,45.45,2
Iván Alejo,0.0,32.43,0.74,0.0,0.0,0.0,1.03,0.0,0.16,0.03,0.29,0.65,0.06,8.68,0.03,1.87,66.91,27.78,0.0,0.0,0.0,0.71,0.0,0.13,0.35,0.03,59.52,1.42,1.23,48.71,2
Manu Trigueros,0.0,40.0,0.35,0.0,0.0,0.0,0.87,0.0,0.22,0.0,0.17,0.57,0.04,22.91,0.04,7.74,89.56,65.22,0.0,0.09,0.0,0.35,0.0,0.0,0.09,0.04,31.58,0.43,0.57,42.7,3
Pol Lirola,0.08,41.18,0.08,0.0,0.0,0.0,1.08,0.0,0.58,0.0,1.08,0.42,0.25,19.5,0.0,3.42,78.63,52.38,0.0,0.0,0.0,1.17,0.0,0.25,0.08,0.0,57.14,0.25,0.33,50.82,2
Eden Hazard,0.0,50.0,0.5,0.0,0.33,0.0,0.0,0.0,0.17,0.0,0.0,0.33,0.0,17.83,0.17,8.33,88.79,100.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,100.0,1.5,0.33,63.16,3
Ander Capa,0.0,66.67,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.29,0.57,0.0,9.14,0.0,2.71,84.38,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,100.0,0.0,0.57,38.89,3
Diego Moreno,0.0,27.27,0.45,0.0,0.0,0.0,0.36,0.0,0.45,0.0,1.82,0.45,0.09,20.82,0.0,3.0,70.31,36.67,0.0,0.09,0.0,0.64,0.0,0.18,0.09,0.0,38.46,0.36,0.27,37.21,1
Jesús Vázquez,0.0,35.71,0.6,0.0,0.0,0.0,1.3,0.0,0.1,0.0,0.8,0.5,0.0,12.7,0.0,4.6,85.83,40.0,0.0,0.0,0.0,0.4,0.0,0.1,0.1,0.0,33.33,0.5,0.4,49.02,1
Aritz Elustondo,0.0,62.5,0.32,0.0,0.04,0.0,1.04,0.0,0.8,0.0,1.64,0.48,0.08,27.4,0.04,2.92,82.63,46.38,0.0,0.2,0.0,0.4,0.0,0.16,0.2,0.04,42.86,0.36,0.84,46.77,2
Toni Villa,0.04,34.72,0.65,0.0,0.0,0.0,1.19,0.0,0.31,0.0,0.04,0.69,0.08,12.5,0.12,5.12,81.23,45.45,0.0,0.0,0.0,0.5,0.0,0.0,0.08,0.0,28.57,0.73,0.46,41.99,2
Joel Roca Casals,0.0,38.46,0.8,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.6,0.0,6.8,0.0,1.2,73.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.4,44.44,1
Omar El Hilali,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.2,0.0,1.0,0.2,0.0,5.2,0.0,0.2,57.69,16.67,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.0,66.67,0.4,0.0,70.0,1
Shon Weissman,0.07,50.0,1.2,0.0,0.33,0.0,0.13,0.0,0.07,0.0,0.33,0.27,0.0,5.93,0.0,1.07,77.53,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,14.81,0.53,0.33,28.07,2
Abdul Mumin,0.0,55.56,0.38,0.0,0.0,0.0,0.69,0.0,0.56,0.0,2.19,0.25,0.0,23.88,0.0,1.44,77.23,32.89,0.0,0.06,0.0,0.94,0.0,0.13,0.13,0.0,40.63,0.5,0.44,49.33,2
Radamel Falcao,0.07,13.33,0.78,0.0,0.15,0.0,0.15,0.0,0.07,0.0,0.37,0.26,0.0,6.15,0.0,1.93,74.7,57.14,0.0,0.0,0.0,0.3,0.0,0.04,0.15,0.0,46.94,0.52,0.59,38.39,3
Lautaro Blanco,0.0,43.48,0.06,0.0,0.0,0.0,0.94,0.0,0.12,0.0,0.47,1.0,0.18,14.59,0.12,3.06,64.11,34.88,0.0,0.0,0.0,0.82,0.0,0.12,0.12,0.0,0.0,0.12,0.41,36.84,1
Augusto Solari,0.0,25.0,0.17,0.0,0.08,0.0,0.83,0.0,0.33,0.0,0.08,0.67,0.0,9.92,0.08,2.0,78.15,20.0,0.0,0.0,0.0,0.25,0.0,0.0,0.08,0.0,57.14,0.33,0.75,41.3,3
Jesús Vallejo,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Mamady Diarra,0.0,33.33,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,4.5,0.0,0.5,88.89,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,44.44,1
Roger Martínez,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Casemiro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,1.0,87.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3
Nabil Touaizi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Carlos Álvarez,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,50.0,1
Iván Romero,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,1.0,1.0,50.0,1
Diego Mariño,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,85.71,66.67,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
Babatunde Akinsola,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,66.67,1
