#,Team,Name,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past
391,,Abdul Musa Zubairu,0.89,0.22,0,0,0,1
392,,Aleksandar Vulić,0.06,0,0,0.76,0,0
393,,Mihajlo Nešković,1.1,0.33,0,0.4,0,0.7
394,,Filip Babić,1.21,1.43,0,2.07,0,0.07
395,,Vukašin Bogdanović,0.55,0.3,0,0.45,0,0.05
396,,Borko Duronjić,0.72,0.28,0.03,0.62,0,0.59
397,,Mihajlo Petković,1.14,0,0,0,0,0.57
398,,Semir Alić,1.83,0.42,0,0.83,0,0.67
399,,Stefan Dimić,0.53,0.47,0,0.07,0,0.2
400,,Ivan Vukčević,0.38,0.13,0,0.13,0,0.25
401,,Dušan Hodžić,1.13,0.8,0.13,1,0,0.6
402,,Nikola Đuričić,1.44,1.19,0,0.81,0,0.63
403,,Miloš Rošević,0.25,0,0,0.63,0,0.31
404,,Nikola Zečević,0.91,1.73,0,3.73,0,1
405,,Milan Obradović,0.55,1.64,0.06,3.73,0,0.52
406,,Romain Gall,0.71,0.43,0,0.14,0,0.71
407,,Danilo Sekulić,0.57,0.93,0,0.64,0,0.36
408,,Miroslav Bjeloš,0.82,0.55,0,0.82,0,0.36
409,,Ugochukwu Oduenyi,0,0,0,0,0,0
410,,Molls Donald Ntchamda,1,0.3,0,0.7,0,0.3
411,,Predrag Medić,1.22,0.39,0,0.28,0,0.5
412,,Bogdan Jočić,1.73,0.36,0,0.5,0.05,1.09
413,,Goran Lončar,0.9,0.8,0.05,0.95,0.05,0.35
414,,Uroš Ljubomirac,0.73,0.6,0,0.33,0,0.67
415,,Jovan Marinković,0.85,0.85,0.08,2.15,0,0.08
416,,Uroš Kabić,0.47,0,0,0.11,0,0.21
417,,Boris Velimirović,0,0,0,0,0,0
418,,Vuk Bogdanović,0,0.33,0,1,0,0
419,,Aleksa Đurasović,0.4,0.6,0,0.6,0,0
420,,Josip Projić,0.67,0.67,0,1.17,0,0.33
421,,Martin Novaković,1.22,0.33,0,0.22,0,0.67
422,,Dragan Stoisavljević,0.55,0.09,0,0.18,0,0.09
423,,Milan Savić,0.92,1.67,0.04,2.38,0.04,0.33
424,,Ognjen Ajdar,0.21,0,0.05,0.16,0,0.21
425,,Marko Maletić,0.07,0,0,0.14,0,0.21
426,,Ivan Milosavljević,0.34,0.16,0,0.22,0,0.47
427,,Miloš Mladenović,0,0,0,0.57,0,0.14
428,,Filip Žunić,0.57,0.57,0,1.57,0,1.14
429,,Danko Kiković,1.2,0.5,0,0.65,0,0.65
